STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,CEN23_YEAR_001,Census year,CEN23_GEO_008,Area,CEN23_DTD_003,Dwelling type,CEN23_ETH_002,Ethnicity,CEN23_AGE_003,Age,CEN23_GEN_002,Gender,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,05,Gisborne Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,162,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,06,Hawke's Bay Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,06,Hawke's Bay Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,130428,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,06,Hawke's Bay Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,14019,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,06,Hawke's Bay Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,621,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,07,Taranaki Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,07,Taranaki Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,98583,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,07,Taranaki Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,7488,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,07,Taranaki Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,348,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,08,Manawatū-Whanganui Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,08,Manawatū-Whanganui Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,194949,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,08,Manawatū-Whanganui Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,16014,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,08,Manawatū-Whanganui Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,501,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,09,Wellington Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,09,Wellington Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,388605,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,09,Wellington Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,73086,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,09,Wellington Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,819,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,12,West Coast Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,12,West Coast Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,25464,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,12,West Coast Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,1635,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,12,West Coast Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,327,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,13,Canterbury Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,13,Canterbury Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,487374,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,13,Canterbury Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,58005,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,13,Canterbury Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,2010,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,14,Otago Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,14,Otago Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,179409,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,14,Otago Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,21288,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,14,Otago Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,759,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,15,Southland Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,15,Southland Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,83040,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,15,Southland Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,5409,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,15,Southland Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,252,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,16,Tasman Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,16,Tasman Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,43083,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,16,Tasman Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,3063,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,16,Tasman Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,678,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,17,Nelson Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,17,Nelson Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,40134,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,17,Nelson Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,5349,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,17,Nelson Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,300,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,18,Marlborough Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,18,Marlborough Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,38610,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,18,Marlborough Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,3450,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,18,Marlborough Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,297,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99,Area Outside Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99,Area Outside Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,585,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99,Area Outside Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,15,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99,Area Outside Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,6,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99999,Total - New Zealand by health region/health district,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99999,Total - New Zealand by health region/health district,11,Separate house,999,Total - ethnicity,99,Total - age,99,,3696327,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99999,Total - New Zealand by health region/health district,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,473829,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2018,2018,99999,Total - New Zealand by health region/health district,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,15393,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,123,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,152616,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,14331,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,2526,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,4218,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,1203039,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,313992,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,3015,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,03,Waikato Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,375,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,03,Waikato Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,399057,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,03,Waikato Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,50733,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,03,Waikato Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,2100,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,216,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,262398,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,34773,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,1749,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,21,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,40608,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,4311,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,318,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,81,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,135885,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,18243,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,771,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,75,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,106107,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,9750,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,510,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,195,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,207201,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,20574,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,1002,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,1500,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,384906,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,98451,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,13,Other private dwelling,999,Total - ethnicity,99,Total - age,99,,1101,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,10,Private dwelling not further defined,999,Total - ethnicity,99,Total - age,99,,12,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,11,Separate house,999,Total - ethnicity,99,Total - age,99,,26682,,,
DATAFLOW,STATSNZ:CEN23_HOU_009(1.0),"Dwelling type, ethnicity, age, and gender for the census usually resident population in occupied dwellings, (RC, TALB, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,12,Joined dwelling,999,Total - ethnicity,99,Total - age,99,,1878,,,
